,hospital_name,payer_name,plan_name,code_type,raw_code,description,setting,standard_charge_methodology,additional_payer_notes,standard_charge_gross,standard_charge_discounted_cash,standard_charge_negotiated_dollar,standard_charge_negotiated_percentage,standard_charge_min,standard_charge_max,Notes
130,NYU Langone,healthfirst,healthfirstlifeimprovedplan1918,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,1464.39,278.23,7334.0,,,,
131,NYU Langone,hip,hipvipmedicare(montefiore)1218,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,5106.17,970.17,5228.0,,,,
132,NYU Langone,hip,emblemessentialplan1&200-2502059,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,"120 Percent of Medicaid APG. Not APG payable, or payable under another fee schedule like ASP/AWP pays at 30% of charges",32829.5,6237.61,2462.21,7.5,,,
133,NYU Langone,aetna,aetnaglobalnationaltransplant(hbonly)1437,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,. Lesser of applies when negotiated rates exceed charges less addons.,2182.13,414.6,5228.0,,,,
134,NYU Langone,hip,emblemselectcare(cohort2hcp)3372,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,32829.5,6237.61,2462.21,7.5,,,
135,NYU Langone,bcbs,bcbsoutofstateepo(nosuitcaselogo)2068,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,,,40026.51,,,,
136,NYU Langone,ghi,wlny-tvinc1636,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,.,,,7334.0,,,,
137,NYU Langone,medicare,elderplan1443,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,1464.39,278.23,7334.0,,,,
138,NYU Langone,hip,hipepo1264,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,237 percent of Medicare RBRVS.,32829.5,6237.61,2462.21,7.5,,,
139,NYU Langone,healthfirst,healthfirstpersonalwellnessplan1915,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,100% of PAS. Lesser of 100% of billed charges applies.,,,7334.0,,,,
140,NYU Langone,healthfirst,healthfirstgreenleafexchange1807,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,225% of NYS APG. Lesser of 100% of billed charges applies.,1464.39,278.23,7334.0,,,,
141,NYU Langone,magnacare,magnacare-capitaldistphyshealth1499,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,". MPL 100/75/50% all add ons apply, and lesser of 100% of billed charges",32829.5,6237.61,2462.21,7.5,,,
142,NYU Langone,aetna,starmark1643,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,". Primary procedure pays at 100%, secondary at 50%, all subsequent at 25%.  Lesser of applies when negotiated rates exceed charges less addons.",,,39345.48,,,,
143,NYU Langone,uhc,unitedhealthcarechoice(paramountemployees)3665,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,. All Add ons apply except drugs and lesser of 100% of billed charges.,,,7334.0,,,,
144,NYU Langone,bcbs,empireplannyship(hbonly)1186,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,. All Add ons apply except drugs and lesser of 100% of billed charges.,1464.39,278.23,7334.0,,,,
145,NYU Langone,hip,hipmedicaid-enhancedcare(healthcarepartners)1364,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,"100 Percent of Medicaid APG. Not APG payable, or payable under another fee schedule like ASP/AWP pays at 30% of charges",,,7334.0,,,,
146,NYU Langone,medicare,oxfordhealthplansmedicareadvantage1136,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,1464.39,278.23,7334.0,,,,
147,NYU Langone,cigna,cignaopenaccessppo1465,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,". MPL 100/50/25% maxmium of 3 procedures. All add ons apply, and lesser of 100% of billed charges",5106.17,970.17,5228.0,,,,
148,NYU Langone,medicare,bcbsmedibluemedicareppo1381,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,,,39345.48,,,,
149,NYU Langone,somos,hipmcdenhanced-essential3(somos)3795,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,Fixed Rate.,2182.13,414.6,5228.0,,,,
150,NYU Langone,bcbs,bcbsindemnity1185,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,,,7334.0,,,,
151,NYU Langone,medicare,vaccnoptum3802,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,.,,,40026.51,,,,
152,NYU Langone,uhc,unitedhealthcareepo1155,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,". MPL 100/50/25% all add ons apply, and lesser of 100% of billed charges",,,7334.0,,,,
153,NYU Langone,metroplus,metroplusessentialplan22050,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,225 Percent of Medicaid APG.,1464.39,278.23,7334.0,,,,
154,NYU Langone,aetna,wellnet1755,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,". Primary procedure pays at 100%, secondary at 50%, all subsequent at 25%.  Lesser of applies when negotiated rates exceed charges less addons.",2182.13,414.6,5228.0,,,,
155,NYU Langone,fidelis,fidelisessentialplan1&200-2502201,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,Not Payable. Covered services not payable under Medicaid Fee Schedules default to a payment of 87.5 percent of charges.,,,40026.51,,,,
156,NYU Langone,magnacare,jointindustryboardofelectricalind2057,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,". MPL 100/75/50% all add ons apply, and lesser of 100% of billed charges",32829.5,6237.61,2462.21,7.5,,,
157,NYU Langone,medicare,bcbshealthplusmediblueadvantage3889,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,,,39345.48,,,,
158,NYU Langone,hamaspikchoice,hamaspikchoicemedicaredsnp3853,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,237 percent of Medicare RBRVS.,1464.39,278.23,7334.0,,,,
159,NYU Langone,bcbs,bcbsopenaccesshmo(hbonly)1468,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,. All Add ons apply except drugs and lesser of 100% of billed charges.,5106.17,970.17,5228.0,,,,
160,NYU Langone,hip,emblemhealthcarepartnersessential43015,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,". Primary procedure pays at 100%, secondary at 50%, all subsequent at 25%.  Lesser of applies when negotiated rates exceed charges less addons.",,,39345.48,,,,
161,NYU Langone,healthfirst,healthfirstpersonalwellnessplan1915,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,Paid at $165. Paid once per service date and lesser of 100% of billed charges.,1464.39,278.23,7334.0,,,,
162,NYU Langone,1199,local1199nyumemberchoice1000,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,2182.13,414.6,5228.0,,,,
163,NYU Langone,aetna,geha1067,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,". Primary procedure pays at 100%, secondary at 50%, all subsequent at 25%.  Lesser of applies when negotiated rates exceed charges less addons.",,,39345.48,,,,
164,NYU Langone,bcbs,empireplan/valueoptions1317,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,1464.39,278.23,7334.0,,,,
165,NYU Langone,hip,emblemselectcarebasicexchange1613,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,.,5106.17,970.17,5228.0,,,,
166,NYU Langone,aetna,aetnaopenaccesshmo1414,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,. Lesser of applies when negotiated rates exceed charges less addons.,32829.5,6237.61,2462.21,7.5,,,
167,NYU Langone,cigna,cignaopenaccesshmo(hbonly)1466,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,". MPL 100/50/25% maxmium of 3 procedures. All add ons apply, and lesser of 100% of billed charges",1464.39,278.23,7334.0,,,,
168,NYU Langone,medicare,bcbshealthplusmedicare1451,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,2182.13,414.6,5228.0,,,,
169,NYU Langone,oxford,oxfordhealthplansfreedom1134,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,,,40026.51,,,,
170,NYU Langone,medicare,vnsmedicareadvantage1385,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,,,7334.0,,,,
171,NYU Langone,medicare,aarpmedicarecomplete1632,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,1464.39,278.23,7334.0,,,,
172,NYU Langone,hip,emblemselectcarehmo3858,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,5106.17,970.17,5228.0,,,,
173,NYU Langone,magnacare,independentcareplus1677,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,". MPL 100/75/50% all add ons apply, and lesser of 100% of billed charges",32829.5,6237.61,2462.21,7.5,,,
174,NYU Langone,ghi,ghicbp(hbonly)1438,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,.,,,39345.48,,,,
175,NYU Langone,aetna,aetnaopenaccesshmo1414,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,. Lesser of applies when negotiated rates exceed charges less addons.,,,6321.0,,,,
176,NYU Langone,bcbs,bcbsoutofstateppo(nosuitcaselogo)2072,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,2182.13,414.6,2679.0,,,,
177,NYU Langone,cigna,cignanalc1448,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,". MPL 100/50/25% maxmium of 3 procedures. All add ons apply, and lesser of 100% of billed charges",32829.5,6237.61,5909.31,18.0,,,
178,NYU Langone,hip,hipmedicaid-enhancedcare(cohort2hcp)3369,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,5106.17,970.17,5228.0,,,,
179,NYU Langone,medicare,bcbsout/statemedicare1210,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,32829.5,6237.61,2462.21,7.5,,,
180,NYU Langone,hip,emblemselectcarebasicexchange1613,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,.,,,40026.51,,,,
181,NYU Langone,ghi,ghiemblemhealthppo1273,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,.,,,7334.0,,,,
182,NYU Langone,medicare,vnsmedicare/medicaidadvantage(hbonly)1387,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,2182.13,414.6,5228.0,,,,
183,NYU Langone,medicare,wtchealthprogram-northshore1771,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,5106.17,970.17,5228.0,,,,
184,NYU Langone,bcbs,empireoptum1684,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,,,7334.0,,,,
185,NYU Langone,bcbs,bcbspos1188,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,2182.13,414.6,5228.0,,,,
186,NYU Langone,bcbs,bcbsoutofstateppo(suitcaselogo)2067,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,,,7892.93,,,,
187,NYU Langone,bcbs,bcbsppo1189,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,5106.17,970.17,2404.74,,,,
188,NYU Langone,bcbs,bcbsghicomposite1439,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,,,7334.0,,,,
189,NYU Langone,uhc,unitedhealthcarechoicenslij1773,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,". MPL 100/50/25% all add ons apply, and lesser of 100% of billed charges",1464.39,278.23,7334.0,,,,
190,NYU Langone,centerlight,centerlightselect1789,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,102% of Medicare OPPS.,5106.17,970.17,5228.0,,,,
191,NYU Langone,medicare,elderplanfida3718,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,32829.5,6237.61,2462.21,7.5,,,
192,NYU Langone,hip,hipcomprehealthepo1271,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,237 percent of Medicare RBRVS.,,,40026.51,,,,
193,NYU Langone,bcbs,bluecrossblueshieldpriorityppo1693,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,. All Add ons apply except drugs and lesser of 100% of billed charges.,,,984.04,,,,
194,NYU Langone,medicare,wtchealthprogram-northshore1771,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,1464.39,278.23,984.04,,,,
195,NYU Langone,cigna,cignaopenaccess1413,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,". MPL 100/50/25% maxmium of 3 procedures. All add ons apply, and lesser of 100% of billed charges",2182.13,414.6,471.0,,,,
196,NYU Langone,medicare,unitedhealthcareinsaarp1152,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,,,7334.0,,,,
197,NYU Langone,bcbs,bcbsblueaccessepolargegroup(nyulilocal1199)3842,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,237 percent of Medicare RBRVS.,1464.39,278.23,7334.0,,,,
198,NYU Langone,magnacare,independentcareplus1677,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,. All diagnostic and evaluation services except MRI and CT Scans will be paid as add-ons. Lesser of 100% of billed charges applies.,2182.13,414.6,5228.0,,,,
199,NYU Langone,medicare,wtchealthprogram-stonybrook1486,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,5106.17,970.17,5228.0,,,,
200,NYU Langone,medicare,mynexusalt3805,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,.,32829.5,6237.61,2462.21,7.5,,,
201,NYU Langone,medicare,partnershealthplanmedicare(hbonly)1686,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,,,40026.51,,,,
202,NYU Langone,medicare,vnsmedicare/medicaidadvantage(hbonly)1387,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,32829.5,6237.61,2462.21,7.5,,,
203,NYU Langone,cigna,cignaopenaccessppo1465,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,". MPL 100/50/25% maxmium of 3 procedures. All add ons apply, and lesser of 100% of billed charges",,,7334.0,,,,
204,NYU Langone,hip,hiplich1094,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,.,1464.39,278.23,7334.0,,,,
205,NYU Langone,magnacare,independentcareplus1677,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,. All diagnostic and evaluation services except MRI and CT Scans will be paid as add-ons. Lesser of 100% of billed charges applies.,5106.17,970.17,5228.0,,,,
206,NYU Langone,medicare,wtchealthprogram-mt.sinai1484,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,32829.5,6237.61,2462.21,7.5,,,
207,NYU Langone,cigna,cignamanagedcare/pos1046,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,,,7334.0,,,,
208,NYU Langone,medicare,beaconmedicaremanagedcare(hbonly)1759,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,2182.13,414.6,5228.0,,,,
209,NYU Langone,hip,emblemhealthcarepartnersessential33014,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,.,,,40026.51,,,,
210,NYU Langone,bcbs,bcbsout/stateppo1212,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,,,7334.0,,,,
211,NYU Langone,oxford,oxfordhealthplansliberty1135,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,5106.17,970.17,5228.0,,,,
212,NYU Langone,fidelis,fidelisessentialplan12014,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,225 Percent of Medicaid APG. Covered services not payable under Medicaid Fee Schedules default to a payment of 87.5 percent of charges.,1464.39,278.23,7334.0,,,,
213,NYU Langone,bcbs,bcbsblueaccessgeposmallgroup3705,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,2182.13,414.6,5228.0,,,,
214,NYU Langone,fidelis,fidelisessentialplan12014,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,Not Payable. Covered services not payable under Medicaid Fee Schedules default to a payment of 87.5 percent of charges.,5106.17,970.17,5228.0,,,,
215,NYU Langone,bcbs,bcbsopenaccesshmo(hbonly)1468,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,,,40026.51,,,,
216,NYU Langone,cigna,greatwesthmo1282,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,". MPL 100/50/25% maxmium of 3 procedures. All add ons apply, and lesser of 100% of billed charges",2182.13,414.6,5228.0,,,,
217,NYU Langone,medicare,bcbshealthplusmediblueadvantage3889,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,5106.17,970.17,5228.0,,,,
218,NYU Langone,bcbs,bluecrossblueshieldpriorityppo1693,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,. All Add ons apply except drugs and lesser of 100% of billed charges.,32829.5,6237.61,2462.21,7.5,,,
219,NYU Langone,healthfirst,healthfirstessentialplan41785,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,Paid at $165. Paid once per service date and lesser of 100% of billed charges.,1464.39,278.23,1058.39,,,,
220,NYU Langone,hip,hiphmo(healthcarepartners)1363,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,.,2182.13,414.6,333.13,,,,
221,NYU Langone,metroplus,metroplusessentialplan12049,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,225 Percent of Medicaid APG.,5106.17,970.17,333.13,,,,
222,NYU Langone,hip,hipmontefiore1214,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,.,32829.5,6237.61,8207.38,25.0,,,
223,NYU Langone,medicare,wtchealthprogram-hhc1487,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,,,1058.39,,,,
224,NYU Langone,medicare,uhcmedicarecompletechoiceregionalppo2006,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,2182.13,414.6,333.13,,,,
225,NYU Langone,medicare,seniorwholehealthofnybymolina1390,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,,,10076.87,,,,
226,NYU Langone,medicare,centersplanforhealthyliving2779,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,"100 Percent of Medicaid APG. Not APG payable, or payable under another fee schedule like ASP/AWP pays at 30% of charges",,,1058.39,,,,
227,NYU Langone,medicare,bcbsmediblueselecthmo/extrahmo3730,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,1464.39,278.23,1058.39,,,,
228,NYU Langone,medicare,wtchealthprogram-hhc1487,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,,,10076.87,,,,
229,NYU Langone,magnacare,cement&concreteworkersdistcouncil1676,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,". MPL 100/75/50% all add ons apply, and lesser of 100% of billed charges",1464.39,278.23,1058.39,,,,
230,NYU Langone,aetna,aetnahmo1005,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,". Primary procedure pays at 100%, secondary at 50%, all subsequent at 25%.  Lesser of applies when negotiated rates exceed charges less addons.",2182.13,414.6,333.13,,,,
231,NYU Langone,hip,hipvipmedicare(cohort2hcp)3370,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,5106.17,970.17,333.13,,,,
232,NYU Langone,metroplus,metroplusessentialplan32051,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,100 Percent of Medicaid APG.,32829.5,6237.61,8207.38,25.0,,,
233,NYU Langone,magnacare,magnacareppo1175,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,. All diagnostic and evaluation services except MRI and CT Scans will be paid as add-ons. Lesser of 100% of billed charges applies.,,,10076.87,,,,
234,NYU Langone,metroplus,metroplusplatinumplusplanexchange1628,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,198 Percent of Medicare OPPS. Metroplus will reimburse unlisted codes and described codes with no Medicare rate at 50 percent of charges.,1464.39,278.23,6034.0,,,,
235,NYU Langone,healthfirst,healthfirstcompletecare1920,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,Fixed Rate.,,,6034.0,,,,
236,NYU Langone,hip,hipmedicaid-enhancedcare(montefiore)1366,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,"100 Percent of Medicaid APG. Not APG payable, or payable under another fee schedule like ASP/AWP pays at 30% of charges",32829.5,6237.61,10932.22,33.3,,,
237,NYU Langone,magnacare,cement&concreteworkersdistcouncil1676,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,. All diagnostic and evaluation services except MRI and CT Scans will be paid as add-ons. Lesser of 100% of billed charges applies.,,,6034.0,,,,
238,NYU Langone,aetna,aetnahmo1005,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,. Lesser of applies when negotiated rates exceed charges less addons.,1464.39,278.23,6034.0,,,,
239,NYU Langone,hip,emblemcmoessential43019,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,5106.17,970.17,2738.0,,,,
240,NYU Langone,bcbs,bluecrossblueshieldpriorityhmo3723,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,,,29907.0,,,,
241,NYU Langone,somos,hipmcdenhanced-essential3(somos)3795,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,200% of Medicare OPPS.,,,6034.0,,,,
242,NYU Langone,medicare,unitedhealthcaremedicare1158,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,5106.17,970.17,2738.0,,,,
243,NYU Langone,healthfirst,healthfirstchildhealthplus1080,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,100% of PAS. Lesser of 100% of billed charges applies.,32829.5,6237.61,10932.22,33.3,,,
244,NYU Langone,healthfirst,healthfirstcoordinatedbenefitsplan1917,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,Fixed Rate.,,,29907.0,,,,
245,NYU Langone,hip,emblemessentialplan1&200-2502059,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,"120 Percent of Medicaid APG. Not APG payable, or payable under another fee schedule like ASP/AWP pays at 30% of charges",2182.13,414.6,2738.0,,,,
246,NYU Langone,bcbs,bcbsppo1189,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,1464.39,278.23,6034.0,,,,
247,NYU Langone,medicare,beaconhealthexchangeplan(hbonly)1760,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,32829.5,6237.61,10932.22,33.3,,,
